"TMF_ID","FW_ID","PFAS_ID","Sample_type","Biomass_conversion","Regression_type","Conc_determ_method","Undetected_strategy_LOD","Undetected_strategy_LOQ","TMF_formula","TMF","TMF_lower_95CI","TMF_upper_95CI","TMF_se","TMS","TMS_lower_95CI","TMS_upper_95CI","TMS_se","TMS_calculated","TMS_se_calculated","n_samples","n_obs","tau.rho","intercept","pvalue","pvalue_adj","r","z_value","ln_TMF","ln_TMF_se","Study_ID","Ecosystem","Location","Latitude","Longitude","Latitude_DD","Longitude_DD","Species_composition","n_species","Species_highest_TL","Species_cn_highest_TL","Taxa_highest_TL","TL_calculation_method","TL_values","Breathing_type_fw","Breathing_type","TL_highest","TL_lowest","fw_length","Author_year","Note","Rd_ext","Rd_ext_done","Lm_done","Title","DOI","Journal","Study_design","TEF","TEF_unit_of_measurement","TL_calculation_baseline","IFF","Linear_regression_formula","Aggregation","Regression_variable","year_publication","Synonym","Compound_full_name","Molecular_formula","ccl","Chain_length","Class","CASRN"
"TMF_011","FW_001","PFOA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",1.93,1.4,2.64,0.63265306122449,0.29,NA,NA,0.0740027101903828,NA,NA,"101","",NA,"-0.56","8.9*10^-5",8.9e-05,NA,3.91877539692712,0.657520002916794,0.327799513587819,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluorooctanoic acid","C8F17COOH",8,"long","PFCA","335-67-1"
"TMF_012","FW_001","PFNA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",4.23,2.9,6.19,1.67857142857143,0.63,NA,NA,0.0985064268214882,NA,NA,"101","",NA,"-1.39","1.6*10^-10",1.6e-10,NA,6.39552179820385,1.44220199305819,0.396825396825397,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluorononanoic acid","C9F17COOH",9,"long","PFCA","375-95-1"
"TMF_013","FW_001","PFDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",4.81,3.31,6.99,1.87755102040816,0.68,NA,NA,0,NA,NA,"101","",NA,"-1.71","5.8*10^-12",0,NA,Inf,1.57069708411767,0.390343247486105,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluorodecanoic acid","C10F19COOH",10,"long","PFCA","335-76-2"
"TMF_014","FW_001","PFUnDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",4.79,3.63,6.32,1.37244897959184,0.68,NA,NA,0,NA,NA,"101","",NA,"-1.37","7.9*10^-17",0,NA,Inf,1.56653041142282,0.286523795321887,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,"PFUnA","Perfluoroundecanoic acid","C11F21COOH",11,"long","PFCA","2058-94-8"
"TMF_015","FW_001","br-PFDoDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",2.96,2.34,3.76,0.724489795918367,0.47,NA,NA,0,NA,NA,"101","",NA,"-1.18","3.2*10^-13",0,NA,Inf,1.08518926833597,0.244760066188638,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Branched perfluorododecanoic acid","C12F25COOH",12,"long","PFCA",NA
"TMF_016","FW_001","PFTeDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",1.97,1.5,2.6,0.561224489795918,0.29,NA,NA,0.176307481254413,NA,NA,"101","",NA,"-0.94","0.1",0.1,NA,1.64485362695147,0.678033542749897,0.284885527815187,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,"PFTA","Perfluorotetradecanoic acid","C14F27COOH",14,"long","PFCA","0376-06-07"
"TMF_017","FW_001","PFOS","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",11,6.9,17.4,5.35714285714286,1.03,NA,NA,0,NA,NA,"101","",NA,"-2.24","8.4*10^-16",0,NA,Inf,2.39789527279837,0.487012987012987,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluorooctanesulfonic acid","C8F17SO3H",8,"long","PFSA",NA
"TMF_018","FW_001","FOSA","specific tissues and whole-organisms","no","Linear regression","lipid equivalent corrected concentrations (lw)",NA,NA,"10^slope",4.46,2.29,8.77,3.30612244897959,0.64,NA,NA,0.137959028032926,NA,NA,"101","",NA,"-0.95","3.5*10^-6",3.5e-06,NA,4.63905848805527,1.49514876603197,0.741283060309325,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish and other species",8,"Delphinapterus leucas","Beluga whale","Marine mammal","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","1, 3.3, 3.5, 3.1, 3.5, 3.9, 4","not water-breathing only","Air breathing",4,1,3,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,"PFOSA","Perfluorooctanesulfonamide","C8F17SO2NH2",8,"long","Precursor and/or intermediate","754-91-6"
"TMF_019","FW_002","PFHpA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",0.75,0.37,1.58,0.61734693877551,-0.11,NA,NA,-0.142451394260921,NA,NA,"29","",NA,"1.01","0.44",0.44,NA,0.772193214188685,-0.287682072451781,0.82312925170068,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish only",4,"Boreogadus saida","Arctic cod","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.3, 3.5, 3.1","water-breathing only","Water breathing",3.5,3.1,0.4,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluoroheptanoic acid","C7F17COOH",7,"short","PFCA","375-85-9"
"TMF_020","FW_002","PFOA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",0.4,0.3,0.53,0.11734693877551,-0.4,NA,NA,-0.0816721739509497,NA,NA,"29","",NA,"1.23","9.7*10^-7",9.7e-07,NA,4.89762890651387,-0.916290731874155,0.293367346938776,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish only",4,"Boreogadus saida","Arctic cod","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.3, 3.5, 3.1","water-breathing only","Water breathing",3.5,3.1,0.4,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluorooctanoic acid","C8F17COOH",8,"long","PFCA","335-67-1"
"TMF_021","FW_002","PFNA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",0.63,0.33,1.2,0.443877551020408,-0.2,NA,NA,-0.138934093514202,NA,NA,"29","",NA,"0.73","0.15",0.15,NA,1.43953147093846,-0.462035459596559,0.704567541302235,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish only",4,"Boreogadus saida","Arctic cod","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.3, 3.5, 3.1","water-breathing only","Water breathing",3.5,3.1,0.4,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluorononanoic acid","C9F17COOH",9,"long","PFCA","375-95-1"
"TMF_022","FW_002","PFDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",0.6,0.39,0.99,0.306122448979592,-0.22,NA,NA,-0.0945688314524785,NA,NA,"29","",NA,"0.26","0.02",0.02,NA,2.32634787404084,-0.510825623765991,0.510204081632653,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish only",4,"Boreogadus saida","Arctic cod","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.3, 3.5, 3.1","water-breathing only","Water breathing",3.5,3.1,0.4,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,NA,"Perfluorodecanoic acid","C10F19COOH",10,"long","PFCA","335-76-2"
"TMF_023","FW_002","PFUnDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",1.09,0.75,1.58,0.423469387755102,0.04,NA,NA,0.0762775760714596,NA,NA,"29","",NA,"0.04","0.6",0.6,NA,0.524400512708041,0.0861776962410524,0.388504025463396,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish only",4,"Boreogadus saida","Arctic cod","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.3, 3.5, 3.1","water-breathing only","Water breathing",3.5,3.1,0.4,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,"PFUnA","Perfluoroundecanoic acid","C11F21COOH",11,"long","PFCA","2058-94-8"
"TMF_024","FW_002","PFDoDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",1.01,0.71,1.44,0.372448979591837,0.003,NA,NA,0.0797696514933489,NA,NA,"29","",NA,"0.29","0.97",0.97,NA,0.0376082876612559,0.00995033085316809,0.368761365932512,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish only",4,"Boreogadus saida","Arctic cod","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.3, 3.5, 3.1","water-breathing only","Water breathing",3.5,3.1,0.4,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,"PFDoA","Perfluorododecanoic acid","C12F25COOH",12,"long","PFCA","307-55-1"
"TMF_025","FW_002","PFTeDA","specific tissues and whole-organisms","no","Linear regression","protein equivalent corrected concentrations (pw)",NA,NA,"10^slope",0.34,0.23,0.48,0.127551020408163,-0.47,NA,NA,-0.182465507070848,NA,NA,"29","",NA,"0.78","0.01",0.01,NA,2.5758293035489,-1.07880966137193,0.37515006002401,"S_001","marine","North America","64° 15′ N","113° 07′ W",64.25,"-113.1167°","fish only",4,"Boreogadus saida","Arctic cod","Fish","from biological enrichment or fractionation of the stable isotopes of N (i.e., δ15N) using enrichment factors","3.3, 3.5, 3.1","water-breathing only","Water breathing",3.5,3.1,0.4,"Kelly_2009","It provides slope and CIs values. We calculated the slope's standard error from CIs.","No",NA,NA,"Perfluoroalkyl contaminants in an Arctic marine food web: trophic magnification and wildlife exposure","10.1021/es9003894","Environmental Science & Technology","Observational. Field study.","3.8","‰","2","No","log[PFAS] = TL(slope) + intercept","No","TL",2009,"PFTA","Perfluorotetradecanoic acid","C14F27COOH",14,"long","PFCA","0376-06-07"
