key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-735664649,Inhibition effect of Na+ and Ca2+ on the bioaccumulation of perfluoroalkyl substances by Daphnia magna in the presence of protein,2015,NA,NA,Environmental Toxicology and Chemistry,NA,34,2,429-436,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922591760&doi=10.1002%2fetc.2823&partnerID=40&md5=23c965abcb2c4d7b011e018993ff98d6,NA,NA,NA,"The authors investigated the individual effects of Ca2+ and Na+ on the bioaccumulation of 6 types of perfluoroalkyl substances (PFASs), including perfluorooctane sulfonate (PFOS), perfluorooctanoic acid (PFOA), perfluorononanoic acid (PFNA), perfluorodecanoic acid (PFDA), perfluoroundecanoic acid (PFUnA), and perfluorododecanoic acid (PFDoA), by Daphnia magna in water with 10mgL-1 bovine albumin or soy peptone. The bioaccumulation factors of PFASs by D. magna decreased linearly with the increase of Ca2+ and Na+ concentrations. The inhibition effect of Ca2+ was stronger than that of Na+, and the decreasing percentages of the body burden of PFASs in D. magna caused by the increment of 1mmolL-1 Ca2+ and 1mmolL-1 Na+ were 41% to approximately 48% and 2% to approximately 5%, respectively, in the presence of soy peptone. The partition coefficients (Kp) of PFASs between protein and water increased with rising Ca2+ and Na+ concentrations. The elevated Kp values led to the reduced concentrations of freely dissolved PFASs. This resulted in a decrease of PFAS bioaccumulation in D. magna, and the body burden of each PFAS was positively correlated with its freely dissolved concentration in water. The present study suggests that cations should be considered in the assessment of bioavailability and risk of PFASs in natural waters containing proteinaceous compounds. © 2014 SETAC.",NA,10.1002/etc.2823,Biochemistry;Fluorocarbons;Animals;Article;Perfluoroalkyl substances;Perfluorooctane sulfonates;Bioaccumulation;Cattle;Bovine;Serum Albumin;Protein;animal;fluorocarbon;nonhuman;unclassified drug;comparative study;controlled study;bioaccumulation;bioavailability;protein;Mammals;perfluorodecanoic acid;perfluorooctanesulfonic acid;perfluorooctanoic acid;Perfluorooctanoic acid;perfluoroundecanoic acid;quality control;concentration (composition);liquid chromatography;tandem mass spectrometry;Risk assessment;organofluorine derivative;priority journal;bovine;perfluorononanoic acid;Perfluorononanoic acids;metabolism;ion;Ions;calcium;Calcium;organic acid;body burden;risk factor;Proteins;drug effects;Positive ions;Bioavailability;Daphnia;Daphnia magna;Dissolved organic matter (DOM);Dissolved organic matters;peptone;Perfluoroalkyl substances (PFASs);sodium;Dissolution;Sodium;Bovinae;bovine serum albumin;static electricity;inhibition;Bioaccumulation factor;rainbow trout;crustacean;Freely dissolved concentration;Soybean Proteins;calcium ion;Cations;Lumbriculus variegatus;dissolved organic carbon;Perna viridis;soy peptone;soybean protein,NA,NA
rayyan-735663480,Persistent organic pollutants: The trade-off between potential risks and sustainable remediation methods,2021,12,15,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"[""0301-4797"", ""1095-8630""]",300,NA,NA,NA,NA,NA,NA,NA,"Persistent Organic Pollutants (POPs) have become a very serious issue for the environment because of their toxicity, resistance to conventional degradation mechanisms, and capacity to bioconcentrate, bioaccumulate and biomagnify. In this review article, the safety, regulatory, and remediation aspects of POPs including aromatic, chlorinated, pesticides, brominated, and fluorinated compounds, are discussed. Industrial and agricultural activities are identified as the main sources of these harmful chemicals, which are released to air, soil and water, impacting on social and economic development of society at a global scale. The main types of POPs are presented, illustrating their effects on wildlife and human beings, as well as the ways in which they contaminate the food chain. Some of the most promising and innovative technologies developed for the removal of POPs from water are discussed, contrasting their advantages and disadvantages with those of more conventional treatment processes. The promising methods presented in this work include bioremediation, advanced oxidation, ionizing radiation, and nanotechnology. Finally, some alternatives to define more efficient approaches to overcome the impacts that POPs cause in the hydric sources are pointed out. These alternatives include the formulation of policies, regulations and custom-made legislation for controlling the use of these pollutants.",NA,10.1016/j.jenvman.2021.113737,character(0),NA,NA
rayyan-735664060,Coupling effects of tide and salting-out on perfluorooctane sulfonate (PFOS) transport and adsorption in a coastal aquifer,2022,NA,NA,Advances in Water Resources,NA,166,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132711477&doi=10.1016%2fj.advwatres.2022.104240&partnerID=40&md5=31ecbf69c3d580464a4125d222131ce0,NA,NA,NA,"The adsorption of perfluorooctane sulfonate (PFOS) on sediments is thought to be enhanced by the ‘salting-out effect’ (SOE), which reduces contaminant solubility as water salinity increases. The process of salting-out has been observed for PFOS in surface estuaries and likely operates in ‘subterranean estuaries’, where tide-induced groundwater circulation creates a dynamic saltwater-freshwater mixing zone in the aquifer adjacent to the ocean. The presence of this dynamic interface between dense seawater and fresh groundwater modifies the flow path of land-derived organic contaminants. However, it is unclear how SOE combined with tidal forcing of salt water, affects the transport and fate of these contaminants in a subterranean estuary. Numerical studies of groundwater dynamics in a coastal aquifer are carried out using a modified version of SUTRA to investigate the behavior of PFOS, as it moves through an aquifer-ocean interface. Three adsorption scenarios are investigated: no adsorption and linear adsorption with a constant coefficient (Kd) and a salinity-dependent Kd (due to SOE). Without adsorption, point-injected PFOS moves and spreads as a plume around the margin of the tide-induced upper saline plume (USP). This is in agreement with previous studies showing that a contaminant plume follows the freshwater discharge path and exits the aquifer around the USP in the intertidal zone. The increase of tidal amplitude enlarges the USP, forcing the discharge points of freshwater and PFOS seaward. In the case of a constant Kd, PFOS concentration decreases in the groundwater as expected with an increase of PFOS residence time in the aquifer. The spatial distribution of the contaminant plume is similar to that of the ‘no adsorption’ case. In the case with the SOE, which enhances the solute adsorption in the saltwater zone, PFOS tends to be intercepted by the USP, concentrated at its center, and subsequently discharged with the tide-induced saltwater circulation. SOE reduces both peak PFOS discharge rate and plume dispersion. In addition, the PFOS flow path moves upward and the PFOS discharges above the USP. The findings highlight the potential importance of investigating the SOE of organic contaminants for benthic organisms when considering their transport and fate in tidally influenced coastal aquifers. © 2022 Elsevier Ltd",NA,10.1016/j.advwatres.2022.104240,Perfluorooctane sulfonates;Adsorption;persistent organic pollutant;adsorption;environmental fate;Contamination;Estuaries;Groundwater pollution;Seawater;Impurities;Aquifers;Groundwater resources;pollutant transport;coastal aquifer;Coastal aquifers;Freshwater-saltwater interaction;Freshwater/saltwater;Hydro-environment;Hydrochemistry;Hydrogeochemical process;hydrogeochemistry;Mixing;Perfluorooctane sulphonate transport;PFOS transport;Residence time distribution;salt water;Salt water intrusion;Salting out;Salting out effects;Salting-out effect;Subterranean estuary;tide;Sulfones,NA,NA
rayyan-735663840,"Multi-media distribution and risk assessment of per- and polyfluoroalkyl substances in the Huai River Basin, China",2024,NA,NA,Science of the Total Environment,NA,914,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181928509&doi=10.1016%2fj.scitotenv.2023.169581&partnerID=40&md5=dbea2be404703e65a67bc55a7b7d1928,NA,NA,NA,"The widespread existence, environmental persistence, and risks of per- and polyfluoroalkyl substances (PFASs) have attracted widespread attention. Herein, the distribution and risk assessment of PFASs were investigated from the Huai River Basin. The ranges in different media were 29.83–217.96 (average of 75.82 ± 35.64 ng/L) in water, 0.17–9.55 ng/g (2.56 ± 2.83 ng/g) in sediments, and 0.21–9.76 ng/g (3.43 ± 3.07 ng/g) in biota. Perfluoropentanoic acid (PFPeA) was the most prevalent PFAS in surface water, followed by perfluorooctanoic acid (PFOA) and perfluorobutanoic acid (PFBA), accounted for 42.62 %, 22.23 % and 17.72 % of the total concentrations of the PFASs analyzed, respectively. PFBA was dominant in sediments, accounting for 60.37 % of the total concentrations of the PFASs analyzed. Perfluorooctane sulfonate (PFOS) was the main pollutant in biota, and the highest concentration (5.09 ng/g) was found in Channa argus. Considering the measured concentrations in water, sediments and biota, the sediment-water partition coefficients (log Kd) and bioaccumulation factors (BAF) of PFASs were determined. The log Kd of the PFASs differed among those with a different carbon chain length, C7-C11 PFASs were more likely to be adsorbed onto sediments as the carbon chain length increases, and PFUnDA and PFDA showed the higher BAF value in Channa argus. PFASs in the Huai River Basin posed an acceptable ecological risk, and long-chain PFAS contamination provided green algae with a higher potential ecological risk. Compared to drinking water, aquatic products constituted a higher PFASs threat to human health, especially for children. The highest HQ was found in PFOS, with an HQmax of 0.97–4.32. Residents in the Huai River Basin should reduce their intake of Channa argus, Coilia nasus, and Carassius auratus, children aged 2 to 4 are limited to consuming no more than 6.9 g/d, 9.7 g/d, and 16.6 g/d, respectively. © 2023 Elsevier B.V.",NA,10.1016/j.scitotenv.2023.169581,Biochemistry;Alkanesulfonic Acids;Fluorocarbons;Humans;Rivers;Article;Environmental Monitoring;Bioaccumulation;China;Risk Assessment;Child;concentration (parameter);environmental exposure;fluorocarbon;unclassified drug;carbon;Carbon;controlled study;bioaccumulation;environmental monitoring;pollutant;Health risks;Polyfluoroalkyl substances;water pollutant;chemical compound;fish;perfluorooctanesulfonic acid;perfluorooctanoic acid;quality control;spatial distribution;concentration (composition);environmental management;alkanesulfonic acid;perfluoroalkyl substance;water pollution;risk assessment;Risk assessment;Risks assessments;sulfonate;biota;human;water;child;drinking water;Potable water;polyfluoroalkyl substance;perfluoropentanoic acid;child health;health hazard;limit of quantitation;perfluorobutanoic acid;organofluorine;sediment;chemical composition;river;river basin;prevalence;aquatic environment;River pollution;Sediments;Fishes;goldfish;Health risk;perfluorobutyric acid;Water;environmental risk;partition coefficient;Chain length;surface water;Ecological risks;Water Pollutants;Algae;Chemical;pollution control;green alga;Per-;Bioaccumulation factor;polyfluoroalkyl substances;fluvial deposit;River basins;Watersheds;Channa argus;Coilia nasus;distribution parameters;Ecological risk;ecosystem health;Huai Basin;Huai rivers;joint probability curve;Media distribution;Multi-Media;Multi-media distribution;Multi-medium distribution;pollution prevention;relative standard deviations;risk quotient,NA,NA
rayyan-735663733,Legacy and Emerging Contaminants in Demersal Fish Species from Southern Norway and Implications for Food Safety,2020,NA,NA,FOODS,2304-8158,9,8,NA,NA,NA,NA,NA,NA,"The present study aimed at measuring the levels of legacy and emerging contaminants in fillet samples from four demersal fish caught in two fishing sites from Southern Norway, in order to assess possible implications for food safety. Levels of organochlorine compounds (OCs), organophosphate pesticides (OPs), polychlorinated biphenyls (PCBs), polybromodiphenyl ethers (PBDE), per- and polyfluoroalkyl substances (PFASs), and polycyclic aromatic hydrocarbons (PAHs) were measured in fillet from Atlantic cod (Gadus morhua), European plaice (Pleuronectes platessa), lemon sole (Microstomus kitt), and European flounder (Platichthys flesus) specimens. A negligible contamination by all the investigated chemicals was noted in both the fishing sites, as very low levels of OCs, PCBs, and PFASs were noted in a limited number of individuals for each species. Considering the levels of contaminants measured in fillets of the four demersal fish species, negligible risk for human health for Norwegian consumers can be supposed.",NA,10.3390/foods9081108,Norway;Food,NA,NA
rayyan-735664177,Combustion ion chromatography for extractable organofluorine analysis,2021,NA,NA,iScience,NA,24,9,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116096384&doi=10.1016%2fj.isci.2021.102968&partnerID=40&md5=41244e93728311111a6e957cda507b9d,NA,NA,NA,"Combustion ion chromatography (CIC) has found a role in environmental analytical chemistry for fluorine content analysis. It is used for extractable organofluorine (EOF) analysis to evaluate perfluoroalkyl and polyfluoroalkyl substances (PFASs) and other organofluorine burden. The prevailing assumption has been that all PFASs are incinerated in CIC and matrix components have no impact on this process, but this has not been experimentally evaluated. In this work, the combustion efficiencies of 13 different PFASs were determined (66–110%). A notable difference was observed between calibrating the CIC with inorganic fluorine or organofluorine. Potential interferences from cations and coextracted matrix components from whole blood and surface water samples were evaluated. These observations should be acknowledged when performing EOF analysis using CIC, overlooking either non-100% combustion efficiencies or the differences in calibrating the CIC with inorganic fluorine or organofluorine could lead to underestimating EOF content and through that to misguide policy decisions. © 2021 The Author(s)",NA,10.1016/j.isci.2021.102968,Environmental monitoring;Analytical chemistry;Environmental chemistry;Geochemistry methods,NA,NA
rayyan-735663396,Emerging Contaminants and New POPs (PFAS and HBCDD) in Endangered Southern Resident and Bigg's (Transient) Killer Whales<i> (Orcinus</i><i> orca):</i><i> In</i><i> Utero</i> Maternal Transfer and Pollution Management Implications,2023,1,10,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"[""0013-936X"", ""1520-5851""]",57,1,360-374,NA,NA,NA,NA,NA,"Killer whales (Orcinus orca) have been deemed one of the most contaminated cetacean species in the world. However, concentrations and potential health implications of selected 'contaminants of emerging concern' (CECs) and new persistent organic pollutants (POPs) in endangered Southern Resident and threatened Bigg's (Transient) killer whales in the Northeastern Pacific (NEP) have not yet been documented. Here, we quantify CECs [alkylphenols (APs), triclosan, methyl triclosan, and per-and polyfluoroalkyl substances (PFAS)] and new POPs [hexabromocyclododecane (HBCCD), PFOS, PFOA, and PFHxS] in skeletal muscle and liver samples of these sentinel species and investigate in utero transfer of these contaminants. Samples were collected from necropsied individuals from 2006 to 2018 and analyzed by LC- MS/MS or HRBC/HRMS. AP and PFAS contaminants were the most prevalent compounds; 4-nonylphenol (4NP) was the predominant AP (median 40.84 ng/g ww), and interestingly, 7:3-fluorotelomer carboxylic acid (7:3 FTCA) was the primary PFAS (median 66.35 ng/g ww). Maternal transfer ratios indicated 4NP as the most transferred contaminant from the dam to the fetus, with maternal transfer rates as high as 95.1%. Although too few killer whales have been screened for CECs and new POPs to infer the magnitude of contamination impact, these results raise concerns regarding pathological implications and potential impacts on fetal development and production of a viable neonate. This study outlines CEC and new POP concentrations in killer whales of the NEP and provides scientifically derived evidence to support and inform regulation to mitigate pollutant sources and contamination of Southern Resident killer whale critical habitat and other marine ecosystems.",NA,10.1021/acs.est.2c04126,character(0),NA,NA
rayyan-735664899,Effects of perfluorooctane sulfonate on action potentials and currents in cultured rat cerebellar Purkinje cells,2006,NA,NA,Biochemical and Biophysical Research Communications,NA,351,1,240-245,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750363228&doi=10.1016%2fj.bbrc.2006.10.038&partnerID=40&md5=fd81d815cb08857864114f663d75c039,NA,NA,NA,"Recently, PFOS was reported to be ubiquitously detected in the environment, as well as in human serum, raising concerns regarding its health risks. We investigated the effects of PFOS on action potentials and currents in cultured rat cerebellar Purkinje cells using whole-cell patch-clamp recording. In current-clamp experiments, PFOS significantly decreased the action potential frequency during current injection, the maximum rate of fall and the threshold of action potential, and negatively shifted the resting membrane potential at doses over 30 μM. In voltage-clamp experiments, PFOS shifted the half-activation and inactivation voltages of ICa, INa, and IK toward hyperpolarization at 30 μM. IHCN1 expressed in Xenopus oocytes was similarly affected. Incorporation of PFOS into the cell membrane probably increased the surface negative charge density, thereby reducing the transmembrane potential gradient and resulting in hyperpolarizing shifts of both the activation and inactivation of ionic channels. These findings indicate that PFOS may exhibit neurotoxicity. © 2006 Elsevier Inc. All rights reserved.",NA,10.1016/j.bbrc.2006.10.038,Alkanesulfonic Acids;Fluorocarbons;Animals;Rats;Cells;Cultured;nonhuman;unclassified drug;controlled study;perfluorooctanesulfonic acid;sulfonic acid derivative;article;Perfluorooctane sulfonate;priority journal;neurotoxicity;animal cell;rat;cerebellum;Xenopus;cell culture;concentration (parameters);statistical significance;oocyte;cell membrane;ion channel;sodium channel;Dose-Response Relationship;Drug;membrane potential;surface charge;Wistar;patch clamp;potassium channel;action potential;Action Potentials;calcium channel;hyperpolarization;Membrane Potentials;membrane steady potential;Membrane surface charge;Purkinje cell;Purkinje Cells;Rat cerebellar Purkinje cell;Sulfones,NA,NA
rayyan-735663861,Production of perfluoroalkyl acids (PFAAs) from precursors in contaminated agricultural soils: Batch and leaching experiments,2023,NA,NA,Science of the Total Environment,NA,902,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168802291&doi=10.1016%2fj.scitotenv.2023.166555&partnerID=40&md5=dd10eb5d2f8930e03873a4b3ef2f1038,NA,NA,NA,"Contamination of soils with per- and polyfluoroalkyl substances (PFAS) (e.g., aqueous film forming foams (AFFFs) or PFAS containing biosolids applied to agricultural soils) can lead to large scale groundwater pollution. For site management, knowledge about the extent and time scales of PFAS contamination is crucial. At such sites, often persistent perfluoroalkyl acids (PFAAs) and so-called precursors, which can be transformed into PFAAs, co-occur. In this study, the release of PFAAs from 14 soil samples from an agricultural site in southwest Germany contaminated via compost/paper sludge was investigated. Rapid leaching of C4-C8 perfluoroalkyl carboxylic acids (PFCA) was observed in saturated column tests, while slowing down with increasing chain-length (≥ C9 PFCAs). Two selected samples were further incubated in batch-tests after removal of existing C4-C8 PFCAs in extensive column leaching tests until a liquid-solid ratio of 10 l/kg. During 60 days of incubation, aqueous concentrations of C4-C8 PFCAs increased linearly by a factor of 29–222, indicating continuous production by transformation of precursors. The potential PFAA-precursor reservoir was estimated by the direct total oxidizable precursor (dTOP) assay. PFCA concentrations after the dTOP increased up to two orders of magnitude. Production rates determined in batch-tests combined with the results of dTOP assay were used to estimate time scales for the duration of C4-C8 PFCAs emission from the contaminated agricultural soils which likely will last for several decades. © 2023 Elsevier B.V.",NA,10.1016/j.scitotenv.2023.166555,PFAS;Perfluoroalkyl acids;Pollution;Agriculture;Carboxylic Acids;PFAA;Polyfluoroalkyl substances;soil;article;Contamination;bioassay;Direct total oxidizable precursor assay;Germany;Precursors;soil pollution;Soils;Soil pollution;clinical article;Groundwater;Groundwater pollution;Perfluoroalkyl carboxylic acids;experimental study;sludge;oxidation;leaching;agricultural soil;laboratory method;Agricultural soils;Batch experiments;Batch tests;Batch-test;Column leaching test;Column leaching tests;compost;dTOP assay;Leaching;Linear transformations;Precursor transformation;Production;Samples;soil quality;Time-scales,NA,NA
rayyan-735663815,"Toxicity assessment of perfluorooctanesulfonic acid (PFOS) on a spontaneous plant, velvetleaf (Abutilon theophrasti), via metabolomics",2024,NA,NA,Science of the Total Environment,NA,907,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174620098&doi=10.1016%2fj.scitotenv.2023.167894&partnerID=40&md5=47e8dbaadaa6f814005913e8fe000b3a,NA,NA,NA,"Spontaneous plants often play important ecological roles in terrestrial environments, but impacts of contaminants on spontaneous plants are seldom investigated. Per- and polyfluoroalkyl substances (PFAS), such as perfluorooctanesulfonic acid (PFOS) are ubiquitous in rural and urban soils. In this study, we assessed the effects of PFOS on a spontaneous plant, velvetleaf (Abutilon theophrasti), using endpoints such as plant growth, stress defense, PFOS uptake, and elemental and metabolite profile. We observed stunted growth in plants grown in PFOS-contaminated soils, with PFOS accumulating in their shoots by up to 3000 times more than the control plants. The other endpoints (decreased chlorophyll a synthesis, elevated oxidative stress, reduced shoot Mg concentration, and reduced biomass production) also explained the stunted growth of velvetleaf exposed to elevated PFOS concentrations. We found that 56 metabolites involved in 13 metabolic pathways were dysregulated. The synthesis of important antioxidants such as ascorbic acid, hydroxycinnamic acids (coumaric, caffeic, ferulic, and sinapic acids), and tocopherols decreased, resulting in loss of plant's defense to stress. PFOS also reduced the levels of growth-related and stress-coping metabolites including squalene, serotonin, noradrenalin, putrescine, and indole-3-propionic acid, which further corroborated the restricted growth of velvetleaf exposed to elevated PFOS. These findings provide insights on phytotoxicity of PFOS to velvetleaf, a resilient terrestrial spontaneous plant. © 2023 Elsevier B.V.",NA,10.1016/j.scitotenv.2023.167894,PFAS;Alkanesulfonic Acids;Fluorocarbons;chemical pollutant;Article;concentration (parameter);fluorocarbon;nonhuman;controlled study;Polyfluoroalkyl substances;perfluorooctanesulfonic acid;alkanesulfonic acid;oxidative stress;urban area;phytotoxicity;toxicity;soil;ultra performance liquid chromatography;rural area;Soil;soil pollution;Soils;chemical analysis;Exposed to;Soil pollution;metabolism;toxicity testing;elemental analysis;Biomolecules;metabolite;Metabolites;Propionic acid;environmental assessment;plant;metabolomics;Metabolomics;magnesium;Plants;protein synthesis;serotonin;germination;plant growth;plant stress;biomass;ascorbic acid;chlorophyll a;Chlorophyll A;Network security;Abutilon theophrasti;annual plant;Ascorbic acid;caffeic acid;coumaric acid;ferulic acid;growth disorder;Growth Disorders;growth response;indolepropionic acid;Malvaceae;plant height;putrescine;shoot;sinapic acid;Soil contamination;squalene;Stress regulation;Stunted growths;tocopherol;Toxicity assessment;Urban soil;Urban soils;weed;Weed;Wild plant;Wild plants,NA,NA
rayyan-735664237,Profiling of emerging and legacy per-/polyfluoroalkyl substances in serum among pregnant women in China,2021,NA,NA,Environmental Pollution,NA,271,NA,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098168506&doi=10.1016%2fj.envpol.2020.116376&partnerID=40&md5=15d4a9a7936999090f4ed79b6687dbb8,NA,NA,NA,"Profiling of emerging and legacy PFASs indicated a relatively high exposure to 6:2Cl-PFESA among pregnant women and a geographic difference of 6:2Cl-PFESA/PFOS ratio in China. © 2020 Elsevier Ltd; Emerging per-/polyfluoroalkyl substances (PFASs), such as chlorinated polyfluorinated ether sulfonates (Cl-PFESAs), have been detected in human samples, yet investigation on their occurrence in pregnant women remains limited. Herein, ten legacy PFASs, branched perfluorooctanesulfonate (PFOS) and perfluorooctanoate (PFOA), two Cl-PFESAs, perfluoro-2-propoxypropanoic acid (HFPO-DA), and ammonium 4,8-dioxa-3H-perfluorononanoate (ADONA) were detected in serum samples from 480 pregnant women in Tianjin, China. The influencing effects of age, body mass index, gravidity, and parity were also evaluated. PFOS [geographic mean (GM): 7.05 ng/mL], 6:2Cl-PFESA (GM: 5.31 ng/mL), and PFOA (GM: 2.82 ng/mL) were the dominant PFASs in the serum of pregnant women, while neither HFPO-DA nor ADONA was detectable in any serum. The serum concentration of Cl-PFESAs and 6:2Cl-PFESA/PFOS ratio in the present study were 2–5 times higher than that in previous studies of pregnant women in China. Serum concentrations of Cl-PFESAs were significantly correlated with all detected PFAAs (Spearman's Rho: 0.15–0.69, p < 0.01) excepting perfluoropentanesulfonate (PFPeS), indicating common exposure sources for Cl-PFESAs and PFAAs and some particular exposure source for PFPeS. Younger age and multi-parity were associated with lower serum concentrations of PFOS and several perfluoroalkyl sulfonates but not associated with Cl-PFESAs or PFOA, suggesting an increasing exposure to Cl-PFESAs and PFOA which neutralized the impact of age and parity. Overall, this study indicated a relatively high exposure level and composition of 6:2Cl-PFESA in pregnant women in the north coast of China, which highlights the need to investigate the exposure sources in this area. © 2020 Elsevier Ltd",NA,10.1016/j.envpol.2020.116376,Pollution;Alkanesulfonic Acids;Female;Fluorocarbons;Humans;Article;Perfluorooctane sulfonates;Ether;Ethers;China;Pregnancy;body mass;female;fluorocarbon;unclassified drug;controlled study;Chlorine compounds;perfluorooctanesulfonic acid;perfluorooctanoic acid;concentration (composition);pollution exposure;alkanesulfonic acid;perfluoroalkyl substance;human;serum;organofluorine derivative;polyfluoroalkyl substance;age;Exposure sources;ether derivative;pregnancy;public health;ether;pregnant woman;Pregnant Women;Environmental impact;environmental risk;Perfluorooctanoate;Alkanesulfonates;womens health;Serum concentration;maternal exposure;Body mass index;HFPO-DA;ADONA;Tianjin;Human serum;Cl-PFESAs;8 dioxa 3h perfluorononanoate;ammonium 4;chlorinated polyfluorinated ethersulfonate;Geographic difference;Influencing effects;multipara;parity;perfluoro 2 propoxypropanoic acid;perfluoroalkylcarboxylate;perfluoroalkylsulfonate;perfluoropentanesulfonate;Pregnant women,NA,NA
rayyan-735664664,Bioaccumulation of perfluoroalkyl acids by earthworms (Eisenia fetida) exposed to contaminated soils,2015,NA,NA,Environmental Science and Technology,NA,49,2,881-888,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921727159&doi=10.1021%2fes504152d&partnerID=40&md5=82c890a1482d775d1cf203181db45d45,NA,NA,NA,"The presence of perfluoroalkyl acids (PFAAs) in biosolidsamended and aqueous film-forming foam (AFFF)-impacted soils results in two potential pathways for movement of these environmental contaminants into terrestrial foodwebs. Uptake of PFAAs by earthworms (Eisenia fetida) exposed to unspiked soils with varying levels of PFAAs (a control soil, an industrially impacted biosolids-amended soil, a municipal biosolidsamended soil, and two AFFF-impacted soils) was measured. Standard 28 day exposure experiments were conducted in each soil, and measurements taken at additional time points in the municipal soil were used to model the kinetics of uptake. Uptake and elimination rates and modeling suggested that steady state bioaccumulation was reached within 28 days of exposure for all PFAAs. The highest concentrations in the earthworms were for per fluorooctane sulfonate (PFOS) in the AFFF-impacted Soil A (2160 ng/g) and perfluorododecanoate (PFDoA) in the industrially impacted soil (737 ng/g). Wet-weight (ww) and organic carbon (OC)-based biota soil accumulation factors (BSAFs) for the earthworms were calculated after 28 days of exposure for all five soils. The highest BSAF in the industrially impacted soil was for PFDoA (0.42 goc/gww,worm). Bioaccumulation factors (BAFs, dry-weight-basis, dw) were also calculated at 28 days for each of the soils. With the exception of the control soil and perfluorodecanoate (PFDA) in the industrially impacted soil, all BAF values were above unity, with the highest being for perfluorohexanesulfonate (PFHxS) in the AFFF-impacted Soil A (139 gdw,soil/ gdw,worm). BSAFs and BAFs increased with increasing chain length for the perfluorocarboxylates (PFCAs) and decreased with increasing chain length for the perfluoroalkyl sulfonates (PFSAs). The results indicate that PFAA bioaccumulation into earthworms depends on soil concentrations, soil characteristics, analyte, and duration of exposure, and that accumulation into earthworms may be a potential route of entry of PFAAs into terrestrial foodwebs. (Figure Presented). © 2014 American Chemical Society.",NA,10.1021/es504152d,Biochemistry;Perfluoroalkyl acids;Alkanesulfonic Acids;Fluorocarbons;chemical pollutant;Animals;Article;Bioaccumulation;animal;fluorocarbon;nonhuman;perfluoroalkyl acid;unclassified drug;carbon;Carbon;bioaccumulation;chemistry;perfluoro compound;lauric acid derivative;Lauric Acids;perfluorodecanoic acid;perfluorododecanoic acid;perfluorooctanesulfonic acid;alkanesulfonic acid;perflexane;biota;soil;water;Aqueous film forming foams;Biota;Soil;soil pollution;Soil surveys;Soils;food web;Soil pollution;Environmental contaminant;metabolism;analysis;soil pollutant;Soil Pollutants;soil treatment;organic carbon;Organic carbon;dry weight;Water;Chains;steady state;Chain length;perfluorohexanesulfonate;earthworm;biosolid;Eisenia fetida;Oligochaeta;Bioaccumulation factor;Perfluorocarboxylates;soil amendment;film;Biota-soil accumulation factors;soil biota;Soil characteristics;Soil concentrations,NA,NA
